firstName,lastName,prefix,suffix,alternateSpellings,sourceNames,roles
Elizabeth,King,,,,Elizabeth King,deed
George,King,,,,George King,deed
Isaac,King,,,,Isaac King,deed
Jacob,King,,,,Jacob King,deed
Jane,King,,,,Jane King,deed
John,King,,,,John King,deed|neighbor
Juliana,King,,,,Juliana King,deed
Lawrence,King,,,,Lawrence King,deed|neighbor
Mary,King,,,,Mary King,deed
Matilda,King,,,,Matilda King,deed
Michael,King,,,,Michael King,deed
Moses,King,,,,Moses King,deed
Peter,King,,,,Peter King,deed
Philip,King,,,,Philip King,deed
Phoebe,King,,,,Phoebe King,deed
Rebecca,King,,,,Rebecca King,deed
Samuel,King,,,,Samuel King,deed
Sarah,King,,,,Sarah King,deed
Sophia,King,,,,Sophia King,deed
Thomas,King,,,,Thomas King,deed
William,King,,,,William King,deed
Daniel,Kinzie,,,,Daniel Kinzie,deed
Peter,Kinzie,,,,Peter Kinzie,deed
Laura,Kirkner,,,aka Laura Samuel|Laura Kirkner (aka Laura Samuel),Laura Kirkner (aka Laura Samuel),deed
Andrew,Kirkpatrick,,,,Andrew Kirkpatrick,deed
Frederick,Klaire,,,,Frederick Klaire,deed
Frederick,Klare,,,,Frederick Klare,deed
Mary,Klare,,,,Mary Klare,deed
Philip,Klare,,,,Philip Klare,deed
Mary Ann,Klarh,,,,Mary Ann Klarh,deed
Peter,Klarh,,,,Peter Klarh,deed
Daniel,Kline,,,,Daniel Kline,deed
John,Kline,,,,John Kline,deed
Susanna,Kline,,,,Susanna Kline,deed
Isaiah,Knauer,,,,Isaiah Knauer,deed
Elizabeth,Koffman,,,,Elizabeth Koffman,deed
Jacob,Koffman,,,,Jacob Koffman,deed
John,Koffman,,,,John Koffman,deed
Mary,Koffman,,,,Mary Koffman,deed
Andrew,Kreeble,,,,Andrew Kreeble,deed
Isaac,Krieble,,,,Isaac Krieble,deed
Abraham,Krupp,,,,Abraham Krupp,deed
Ann,Kugler,,,,Ann Kugler,deed
Benjamin,Kugler,,,,Benjamin Kugler,deed
David,Kugler,,,,David Kugler,deed
Emeline,Kugler,,,,Emeline Kugler,deed
John,Kugler,,,,John Kugler,deed
Joseph,Kugler,,,,Joseph Kugler,deed
Margaret,Kugler,,,,Margaret Kugler,deed
Mary,Kugler,,,,Mary Kugler,deed
Michael,Kugler,,,,Michael Kugler,deed
Mary,Kungle,,,,Mary Kungle,deed
William,Kungle,,,,William Kungle,deed
Abraham,Kurtz,,,,Abraham Kurtz,deed
Barbara,Kurtz,,,,Barbara Kurtz,deed
Hannah,Kurtz,,,,Hannah Kurtz,deed
Henry,Kurtz,,,,Henry Kurtz,deed
Jacob,Kurtz,,,,Jacob Kurtz,deed
John,Kurtz,,,,John Kurtz,deed
Joseph,Kurtz,,,,Joseph Kurtz,deed|neighbor
Sarah,Kurtz,,,,Sarah Kurtz,deed
John,Landis,,,,John Landis,deed
Mary,Landis,,,,Mary Landis,deed
David,Lane,,,,David Lane,deed
Edward,Lane,,,,Edward Lane,deed|neighbor
Samuel,Lane,,,,Samuel Lane,deed|neighbor
Sarah,Lane,,,,Sarah Lane,deed
David,Langacre,,,,David Langacre,deed
Ann,Lapp,,,,Ann Lapp,deed
Christian,Lapp,,,,Christian Lapp,deed
Jacob,Lapp,,,,Jacob Lapp,deed
Michael,Lapp,,,,Michael Lapp,deed|neighbor
Daniel,Latshaw,,,,Daniel Latshaw,deed
John,Latshaw,,,,John Latshaw,deed
Henry,Laubaugh,,,,Henry Laubaugh,deed
John,Laubaugh,,,,John Laubaugh,deed
Erasmus,Laver,,,,Erasmus Laver,deed
Juliann,Laver,,,,Juliann Laver,deed
Thomas,Lawrence,,,,Thomas Lawrence,deed
Furman,Leaming,,,,Furman Leaming,deed
Hannah,Leaming,,,,Hannah Leaming,deed
David,Lee,,,,David Lee,deed
David,Lewis,,,,David Lewis,deed
Elijah,Lewis,,,,Elijah Lewis,deed
Elizabeth,Lewis,,,,Elizabeth Lewis,deed
Ellis,Lewis,,,,Ellis Lewis,deed
Evan,Lewis,,,,Evan Lewis,deed
Francis,Lewis,,,,Francis Lewis,deed
George,Lewis,,,,George Lewis,deed|neighbor
Griffith,Lewis,,,,Griffith Lewis,deed
James,Lewis,,,,James Lewis,deed
Joseph,Lewis,,,,Joseph Lewis,deed|neighbor
Josephine,Lewis,,,,Josephine Lewis,deed
Margaret,Lewis,,,,Margaret Lewis,deed
Mordecai,Lewis,,,,Mordecai Lewis,deed
Nathan,Lewis,,,,Nathan Lewis,deed
Rachel,Lewis,,,,Rachel Lewis,deed
Rebecca,Lewis,,,,Rebecca Lewis,deed
Reeve,Lewis,,,,Reeve Lewis,deed
Samuel,Lewis,,,,Samuel Lewis,deed
Stephen,Lewis,,,,Stephen Lewis,deed
Susanna,Lewis,,,,Susanna Lewis,deed
William,Lewis,,,,William Lewis,deed
David,Lindsey,,,,David Lindsey,deed
Jane,Lindsey,,,,Jane Lindsey,deed
Joshua,Lippinscott,,,,Joshua Lippinscott,deed
Eliza,Little,,,,Eliza Little,deed
George,Little,,,,George Little,deed
Hannah,Little,,,,Hannah Little,deed
Jane Martin aka Jane,Little,,,,Jane Martin aka Jane Little,deed
John,Little,,,,John Little,deed
Little,Little,Major,,,Major Little,deed
Mary,Little,,,,Mary Little,deed
Rebecca,Little,,,,Rebecca Little,deed
Roger,Little,,,,Roger Little,deed|neighbor
Sarah,Little,,,,Sarah Little,deed
William,Little,,,,William Little,deed
Margaret,Llewellyn,,,,Margaret Llewellyn,deed
Susan,Llewellyn,,,,Susan Llewellyn,deed
Thomas,Llewellyn,,,,Thomas Llewellyn,deed
Thomas J.,Llewellyn,,,,Thomas J. Llewellyn,deed
William,Llewellyn,,,,William Llewellyn,deed|neighbor
David,Lloyd,,,,David Lloyd,deed|neighbor|patent
Grace,Lloyd,,,,Grace Lloyd,deed
Isaac,Lloyd,,,,Isaac Lloyd,deed
John,Lloyd,,,,John Lloyd,deed|neighbor
Thomas,Lloyd,,,,Thomas Lloyd,patent
William,Lloyd,,,,William Lloyd,deed
Abraham,Lobb,,,,Abraham Lobb,deed
Benjamin,Lobb,,,,Benjamin Lobb,deed
Esther,Lobb,,,,Esther Lobb,deed
Frances,Lobb,,,,Frances Lobb,deed
Isaac,Lobb,,,,Isaac Lobb,deed
Jacob,Lobb,,,,Jacob Lobb,deed
Joseph,Lobb,,,,Joseph Lobb,deed
Mary,Lobb,,,,Mary Lobb,deed
John,Logan,,,,John Logan,deed
David,Longacre,,,,David Longacre,deed
Eleanor,Longacre,,,,Eleanor Longacre,deed
Isaac,Longacre,,,,Isaac Longacre,deed
John,Longacre,,,,John Longacre,deed|neighbor
Jacob,Longenacre,,,,Jacob Longenacre,deed|neighbor
Benjamin,Longstreth,,,,Benjamin Longstreth,deed|neighbor
Daniel,Longstreth,,,,Daniel Longstreth,deed|neighbor
Grace,Longstreth,,,,Grace Longstreth,deed
Jane,Longstreth,,,,Jane Longstreth,deed
John,Longstreth,,,,John Longstreth,deed
Moses,Longstreth,,,,Moses Longstreth,deed
Rebecca,Longstreth,,,,Rebecca Longstreth,deed
Sarah,Longstreth,,,,Sarah Longstreth,deed
Joshua,Lord,,,,Joshua Lord,deed|neighbor
Henry,Louches,,,,Henry Louches,deed
John,Louches,,,,John Louches,deed
Loudor,Loudor,,,,Loudor,neighbor
Elizabeth,Love,,,,Elizabeth Love,deed
Hugh,Love,,,,Hugh Love,deed
Lovel,Lovel,,,,Lovel,neighbor
Michael,Lovel,,,,Michael Lovel,neighbor
Ebenezer,Lovell,,,,Ebenezer Lovell,deed
Elizabeth,Lovell,,,,Elizabeth Lovell,deed
Langford,Lovell,,,,Langford Lovell,deed
Mary,Lovell,,,,Mary Lovell,deed
Michael,Lovell,,,,Michael Lovell,deed
Mohitabell,Lovell,,,,Mohitabell Lovell,deed
William,Lovell,,,,William Lovell,deed
John,Lowther,,,,John Lowther,deed
Margaret,Lowther,,,,Margaret Lowther,deed
William,Lowther,,,,William Lowther,deed
Edward,Ludwick,,,,Edward Ludwick,deed
John,Ludwick,,,,John Ludwick,deed
Mary,Ludwick,,,,Mary Ludwick,deed
John,Lutz,,,,John Lutz,deed
Michael,Lynch,,,,Michael Lynch,deed|neighbor
Rebecca,Lynch,,,,Rebecca Lynch,deed
John,Lyons,,,,John Lyons,deed
John,Machiner,,,,John Machiner,deed|patent
Dutton,Madden,,,,Dutton Madden,deed
Nancy,Madden,,,,Nancy Madden,deed
Mary,Mairs,,,,Mary Mairs,deed
Daniel,Major,,,,Daniel Major,deed
Elizabeth,Major,,,,Elizabeth Major,deed
Kenworthy,Major,,,,Kenworthy Major,deed
John,Malin,,,,John Malin,deed
Joseph,Malin,,,,Joseph Malin,deed
Joshua,Malin,,,,Joshua Malin,deed
Abraham,March,,,,Abraham March,deed
Catherine,March,,,Catharine March,Catharine March,deed
Elizabeth,March,,,,Elizabeth March,deed
Franklin,March,,,,Franklin March,deed
George,March,,,,George March,deed
Isaiah,March,,,,Isaiah March,deed
Jennie,March,,,,Jennie March,deed
John,March,,,,John March,neighbor
Mary,March,,,,Mary March,deed
Nicholas,March,,,,Nicholas March,deed
Ann,Maris,,,,Ann Maris,deed
Norris,Maris,,,,Norris Maris,deed
Daniel,Markley,,,,Daniel Markley,deed
Isaac,Markley,,,,Isaac Markley,deed
Eliza,Marseilles,,,,Eliza Marseilles,deed
Peter,Marseilles,,,,Peter Marseilles,deed
Samuel,Marshall,,,,Samuel Marshall,deed
Sarah,Marshall,,,,Sarah Marshall,deed
Anna,Martin,,,,Anna Martin,deed
Catherine,Martin,,,,Catherine Martin,deed
David,Martin,,,,David Martin,deed|neighbor
Elizabeth,Martin,,,,Elizabeth Martin,deed
George,Martin,,,,George Martin,deed|neighbor
James,Martin,,,,James Martin,deed|neighbor
Jane Little aka Jane,Martin,,,,Jane Little aka Jane Martin,deed
Joel,Martin,,,,Joel Martin,deed|neighbor
John,Martin,,,,John Martin,deed
Late of Matthias,Martin,,,,Late of Matthias Martin,neighbor
Lewis,Martin,,,,Lewis Martin,deed|neighbor|patent|quit rent
Llewellyn,Martin,,,,Llewellyn Martin,deed|neighbor|patent
Margaret,Martin,,,,Margaret Martin,taxes
Martha,Martin,,,,Martha Martin,deed
Matthias,Martin,,,,Matthias Martin,deed|neighbor|quit rent
Mattias,Martin,,,,Mattias Martin,neighbor
Rachel,Martin,,,,Rachel Martin,deed|taxes
Roger,Martin,,,,Roger Martin,deed
Samuel,Martin,,,,Samuel Martin,deed
Thomas,Martin,,,,Thomas Martin,deed
William,Martin,,,,William Martin,deed
Anne,Mary,,,,Anne Mary,deed
Bethel,Mary,,,,Bethel Mary,deed
Catherine,Mary,,,,Catherine Mary,deed
Christian,Mary,,,,Christian Mary,deed|neighbor
Elizabeth,Mary,,,,Elizabeth Mary,deed
George,Mary,,,,George Mary,deed
Jacob,Mary,,,,Jacob Mary,deed
David,Marys,,,,David Marys,deed
Susanna,Marys,,,Susannah Marys,Susannah Marys,deed
Ann,Mason,,,,Ann Mason,deed
Catherine,Mason,,,Catharine Mason,Catharine Mason,deed
John,Mason,,,,John Mason,deed
Thomas,Mason,,,,Thomas Mason,deed
James,Massey,,,,James Massey,deed
Thomas,Massey,,,,Thomas Massey,neighbor
John,Mather,,,,John Mather,deed
Peter,Mather,,,,Peter Mather,deed|neighbor
Deborah,Matlack,,,,Deborah Matlack,deed
Elizabeth,Matlack,,,,Elizabeth Matlack,deed
Enoch,Matlack,,,,Enoch Matlack,deed
Martha,Matlack,,,,Martha Matlack,deed
Mary,Matlack,,,,Mary Matlack,deed
Thomas,Matlack,,,,Thomas Matlack,deed
David,Matson,,,,David Matson,deed
Jesse,Matson,,,,Jesse Matson,deed
Joel,Matson,,,,Joel Matson,deed
Mary,Matson,,,,Mary Matson,deed
James,Matthews,,,,James Matthews,deed
Rebecca,Matthews,,,,Rebecca Matthews,deed
David,Matthias,,,,David Matthias,deed|neighbor|patent
Elizabeth,Matthias,,,,Elizabeth Matthias,deed
Susanna,Matthias,,,Susannah Matthias,Susannah Matthias,deed
James,Maxton,,,,James Maxton,deed
Lydia,Maxton,,,,Lydia Maxton,deed
John,Maxwell,,,,John Maxwell,neighbor
Hannah,McAfee,,,,Hannah McAfee,deed
Jacob,McAfee,,,,Jacob McAfee,deed
Alexander,McAuley,,,,Alexander McAuley,neighbor
Margaret,McBride,,,,Margaret McBride,deed
Patrick,McBride,,,,Patrick McBride,deed
Bernard,McCade,,,,Bernard McCade,deed
Alexander,McCalla,,,,Alexander McCalla,deed
James,McCann,,,,James McCann,deed
James,McClintock,,,,James McClintock,deed
Mary,McClintock,,,,Mary McClintock,deed
Samuel,McClintock,,,,Samuel McClintock,deed
William,McClintock,,,,William McClintock,deed
Catherine,McCluen,,,Catharine McCluen,Catharine McCluen,deed
James,McCluen,,,,James McCluen,deed
Robert,McClure,,,,Robert McClure,deed
John,McConaghy,,,,John McConaghy,deed
Mary,McConaghy,,,,Mary McConaghy,deed
Alexander,McCondgy,,,,Alexander McCondgy,deed
John,McCondgy,,,,John McCondgy,deed
James,McConnell,,,,James McConnell,deed
Edward,McCowan,,,,Edward McCowan,deed
Mary,McCowan,,,,Mary McCowan,deed
Alexander,McCurdy,,,,Alexander McCurdy,deed
Ann,McCurdy,,,,Ann McCurdy,deed
Daniel,McCurdy,,,,Daniel McCurdy,deed
John,McCurdy,,,,John McCurdy,deed
W. T.,McCurdy,,,,W. T. McCurdy,deed
Jeremiah,McDade,,,,Jeremiah McDade,deed
John,McFarland,,,,John McFarland,deed
Rebecca,McFarland,,,,Rebecca McFarland,deed
John,McGivana,,,,John McGivana,deed
Catherine,McGlathery,,,Catharine McGlathery,Catharine McGlathery,deed
Isabel,McGlathery,,,,Isabel McGlathery,deed
Joseph,McGlathery,,,,Joseph McGlathery,deed
William,McGlathery,,,,William McGlathery,deed
James,McIntire,,,,James McIntire,deed
James,McIntyre,,,,James McIntyre,deed
Bernard,McMeniman,,,,Bernard McMeniman,deed
Briget,McMeniman,,,,Briget McMeniman,deed
Edward,McMeniman,,,,Edward McMeniman,deed
Alexander,McMullen,,,,Alexander McMullen,deed
Richard,McMurtrie,,,,Richard McMurtrie,deed
Ann,McQuilla,,,,Ann McQuilla,deed
Isaac,McQuilla,,,,Isaac McQuilla,deed
Henry,McSuckian,,,,Henry McSuckian,neighbor
Nathan,McVaugh,,,,Nathan McVaugh,neighbor
Eliza,McVeagh,,,,Eliza McVeagh,deed
John,McVeagh,,,,John McVeagh,deed
Margaret,McVeagh,,,,Margaret McVeagh,deed
McVeagh,McVeagh,Major,,,Major McVeagh,deed
Nathan,McVeagh,,,,Nathan McVeagh,deed|neighbor
Andrew,McWilliams,,,,Andrew McWilliams,deed
David,Meconkey,,,,David Meconkey,deed
Esther,Mellon,,,,Esther Mellon,deed
James,Mellon,,,,James Mellon,deed
Rebecca,Mellond,,,,Rebecca Mellond,deed
Charles,Mercer,,,,Charles Mercer,deed
Daniel,Meredith,,,,Daniel Meredith,deed
Ruth,Meredith,,,,Ruth Meredith,deed
Conrad,Miler,,,,Conrad Miler,deed
Enos,Miles,,,,Enos Miles,neighbor
Evan,Miles,,,,Evan Miles,deed|neighbor
John,Miles,,,,John Miles,deed
Rebecca,Miles,,,,Rebecca Miles,deed
Samuel,Miley,,,,Samuel Miley,deed
Christian,Miller,,,,Christian Miller,deed|neighbor
Davis,Miller,,,,Davis Miller,deed
Esther,Miller,,,,Esther Miller,deed
Henry,Miller,,,,Henry Miller,deed|neighbor
Jacob,Miller,,,,Jacob Miller,deed|neighbor
John,Miller,,,,John Miller,deed
Mahlon,Miller,,,,Mahlon Miller,deed
Roger,Miller,,,,Roger Miller,neighbor
Savilla,Miller,,,,Savilla Miller,deed
William,Miller,,,,William Miller,deed
Robert,Milligan,,,,Robert Milligan,deed
Samuel,Milligan,,,,Samuel Milligan,deed
Joseph,Mitchell,,,,Joseph Mitchell,deed
Mary,Mitchell,,,,Mary Mitchell,deed
Mary,Montgomery,,,,Mary Montgomery,deed
William,Montgomery,,,,William Montgomery,deed
John,Mooney,,,,John Mooney,deed
Alexander,Moore,,,,Alexander Moore,deed
Benjamin,Moore,,,,Benjamin Moore,deed
Edwin,Moore,,,,Edwin Moore,deed
Elizabeth,Moore,,,,Elizabeth Moore,deed
Jesse,Moore,,,,Jesse Moore,deed
John,Moore,,,,John Moore,deed
Mordecai,Moore,,,,Mordecai Moore,deed
Rachel,Moore,,,,Rachel Moore,deed
Rebecca,Moore,,,,Rebecca Moore,deed
William,Moore,,,,William Moore,deed|neighbor
Williamina,Moore,,,,Williamina Moore,deed
Ann,Morgan,,,,Ann Morgan,deed
Anna Maria,Morgan,,,,Anna Maria Morgan,deed
Benjamin,Morgan,,,,Benjamin Morgan,deed
Elizabeth,Morgan,,,,Elizabeth Morgan,deed
Isaac,Morgan,,,,Isaac Morgan,deed|neighbor
Jacob,Morgan,,,,Jacob Morgan,deed
Jane,Morgan,,,,Jane Morgan,deed
John,Morgan,,,,John Morgan,deed|neighbor
Jonathan,Morgan,,,,Jonathan Morgan,deed
Lewis,Morgan,,,,Lewis Morgan,deed|neighbor
Mary,Morgan,,,,Mary Morgan,deed
Samuel,Morgan,,,,Samuel Morgan,deed
Sarah,Morgan,,,,Sarah Morgan,deed
Ann,Morris,,,,Ann Morris,deed
Benjamin,Morris,,,,Benjamin Morris,deed|neighbor
David,Morris,,,,David Morris,deed
Harriet,Morris,,,,Harriet Morris,deed
John,Morris,,,,John Morris,deed|patent
Jonathan,Morris,,,,Jonathan Morris,deed
Morris,Morris,,,,Morris,deed
Stephen,Morris,,,,Stephen Morris,deed
Thomas,Morris,,,,Thomas Morris,deed
Abraham,Moses,,,,Abraham Moses,deed
John,Moses,,,,John Moses,deed
Mary,Moses,,,,Mary Moses,deed
Susanna,Moses,,,Susannah Moses,Susannah Moses,deed
Benjamin,Moyer,,,,Benjamin Moyer,deed
John,Moyer,,,,John Moyer,deed
Margaret,Moyer,,,,Margaret Moyer,deed
John,Moyers,,,,John Moyers,neighbor
Samuel,Mulligan,,,,Samuel Mulligan,deed
Charles,Mulvaney,,,,Charles Mulvaney,deed
Eleanor,Mulvaney,,,,Eleanor Mulvaney,deed
George,Mulvaney,,,,George Mulvaney,deed
John,Mulvaney,,,,John Mulvaney,deed
Phebe,Mulvaney,,,,Phebe Mulvaney,deed
John,Munshower,,,,John Munshower,deed
Mary,Munshower,,,,Mary Munshower,deed
Humphrey,Murrey,,,,Humphrey Murrey,deed
Isaac,Neiler,,,,Isaac Neiler,deed
Jacob,Neiler,,,,Jacob Neiler,deed
John,Neiler,,,,John Neiler,deed
Mary,Neiler,,,,Mary Neiler,deed
Samuel,Neiler,,,,Samuel Neiler,deed
William,Neiler,,,,William Neiler,deed
Martha,Neilly,,,,Martha Neilly,deed
Matthew,Neilly,,,,Matthew Neilly,deed
Isaac,Neilor,,,,Isaac Neilor,deed
Jacob,Neilor,,,,Jacob Neilor,deed
Mary,Neilor,,,,Mary Neilor,deed
David,Nelson,,,,David Nelson,deed
John,Nettles,,,,John Nettles,deed
James,Nevins,,,,James Nevins,deed
Catherine,Nice,,,Catharine Nice,Catharine Nice,deed
Jacob,Nice,,,,Jacob Nice,deed|neighbor
William,Nice,,,,William Nice,deed
John,Nichol,,,,John Nichol,deed
Margaret,Nichol,,,,Margaret Nichol,deed
Harriet,Nichols,,,,Harriet Nichols,deed
Robert,Nichols,,,,Robert Nichols,deed
Martha,Nixon,,,,Martha Nixon,deed
Samuel,Nixon,,,,Samuel Nixon,deed
William,Nixon,,,,William Nixon,deed
Mary,Noblet,,,,Mary Noblet,deed
William,Noblet,,,,William Noblet,deed
Thomas De,Normandie,,,,Thomas De Normandie,deed
Charles,Norris,,,,Charles Norris,deed
Isaac,Norris,,,,Isaac Norris,patent
Susan,Norris,,,,Susan Norris,deed
Thomas,Norris,,,,Thomas Norris,deed
Caleb,North,,,,Caleb North,deed
Elizabeth,North,,,,Elizabeth North,deed
William,North,,,,William North,deed
John,Nugent,,,,John Nugent,deed
Julia,Nugent,,,,Julia Nugent,deed
Richard,Nyce,,,,Richard Nyce,deed
Sarah,Nyce,,,,Sarah Nyce,deed
William,Nyce,,,,William Nyce,deed
Catherine,O'Conner,,,Catharine O'Conner,Catharine O'Conner,deed
William,O'Conner,,,,William O'Conner,deed
Patrick,O’Reilly,,,,Patrick O’Reilly,deed
Mary,Odione,,,,Mary Odione,deed
Thomas,Odione,,,,Thomas Odione,deed
James,Ogden,,,,James Ogden,deed
John,Olbach,,,,John Olbach,deed|neighbor
John,Oldwine,,,,John Oldwine,deed
Anthony,Olivine,,,,Anthony Olivine,deed
Maria,Olivine,,,,Maria Olivine,deed
Samuel,Olwine,,,,Samuel Olwine,deed
William,Olwine,,,,William Olwine,deed
John,Orabauch,,,,John Orabauch,neighbor
Alexander,Osborne,,,,Alexander Osborne,deed
Elizabeth,Osborne,,,,Elizabeth Osborne,deed
John,Osborne,,,,John Osborne,deed
Joseph,Osborne,,,,Joseph Osborne,deed
Lewis,Osborne,,,,Lewis Osborne,deed
Alexander,Owen,,,,Alexander Owen,deed|neighbor
John,Owen,,,,John Owen,deed
Susanna,Oxford,,,,Susanna Oxford,deed
William,Oxford,,,,William Oxford,deed
John,Oyle,,,,John Oyle,deed
Enos,Painter,,,,Enos Painter,deed
George,Palmer,,,,George Palmer,deed
James,Parker,,,,James Parker,deed
Hannah,Parry,,,,Hannah Parry,deed
John,Parry,,,,John Parry,deed|neighbor
John,Parry,,Deceased,,John Parry (deceased),deed
Joshua,Parry,,,,Joshua Parry,neighbor
Stephen,Pascall,,,,Stephen Pascall,deed
William,Paschall,,,,William Paschall,neighbor
Leah,Pass,,,,Leah Pass,deed
Thomas,Pass,,,,Thomas Pass,deed
Barbara,Patchel,,,,Barbara Patchel,deed
Edward,Patchel,,,,Edward Patchel,deed
David,Patrick,,,,David Patrick,deed
John,Patrick,,,,John Patrick,deed
Robert,Patrick,,,,Robert Patrick,deed
Elizabeth,Paul,,,,Elizabeth Paul,deed
Jacob,Paul,,,,Jacob Paul,deed
John,Paul,,,,John Paul,deed
Joseph,Paul,,,,Joseph Paul,deed
Mary,Paul,,,,Mary Paul,deed
Ruth,Paul,,,,Ruth Paul,deed
Sarah Ann,Paul,,,,Sarah Ann Paul,deed
Elin,Pawling,,,,Elin Pawling,deed
Elizabeth,Pawling,,,,Elizabeth Pawling,deed
Henry,Pawling,,,,Henry Pawling,deed
John,Pawling,,,,John Pawling,deed
Levi,Pawling,,,,Levi Pawling,deed
Rebecca,Pawling,,,,Rebecca Pawling,deed
Samuel,Pawling,,,,Samuel Pawling,deed
Willemina,Pawling,,,,Willemina Pawling,deed
William,Pawling,,,,William Pawling,deed
Ralph,Peacock,,,,Ralph Peacock,deed|neighbor
Caroline,Pearce,,,,Caroline Pearce,deed
Cromwell,Pearce,,,,Cromwell Pearce,neighbor
Eliza,Pearce,,,,Eliza Pearce,deed
John,Pearce,,,,John Pearce,deed
Isaac,Pearson,,,,Isaac Pearson,deed
William,Pearson,,,,William Pearson,deed
Abana,Peart,,,,Abana Peart,deed
Elizabeth,Peart,,,,Elizabeth Peart,deed
Lewis,Peart,,,,Lewis Peart,deed
Thomas,Peart,,,,Thomas Peart,deed
Abraham,Peck,,,,Abraham Peck,deed
Charles,Peck,,,,Charles Peck,deed
Elizabeth,Peck,,,,Elizabeth Peck,deed
Jemima,Peck,,,,Jemima Peck,deed
Jeremiah,Peck,,,,Jeremiah Peck,deed
John,Peck,,,,John Peck,deed
Margaret,Peck,,,,Margaret Peck,deed
Nelson,Peck,,,,Nelson Peck,deed
Sarah,Peck,,,,Sarah Peck,deed
William,Peck,,,,William Peck,deed
Cromwell,Peirce,,,,Cromwell Peirce,deed
Israel,Pemberton,,,,Israel Pemberton,deed|patent
Margaret,Pennepacker,,,,Margaret Pennepacker,deed
Samuel,Pennepacker,,,,Samuel Pennepacker,deed
Elijah,Pennpacker,,,,Elijah Pennpacker,deed
Ann,Pennypacker,,,,Ann Pennypacker,deed
Anna Maria,Pennypacker,,,,Anna Maria Pennypacker,deed
Annie,Pennypacker,,,,Annie Pennypacker,deed
Benjamin,Pennypacker,,,,Benjamin Pennypacker,deed
Dr,Pennypacker,,,,Dr Pennypacker,neighbor
E. F.,Pennypacker,,,,E. F. Pennypacker,deed
Elijah,Pennypacker,,,,Elijah Pennypacker,deed
Elijah P.,Pennypacker,,,,Elijah P. Pennypacker,deed
Eliza,Pennypacker,,,,Eliza Pennypacker,deed
Elizabeth,Pennypacker,,,,Elizabeth Pennypacker,deed
Hannah,Pennypacker,,,,Hannah Pennypacker,deed
Isaac,Pennypacker,,,,Isaac Pennypacker,deed
Jacob,Pennypacker,,,,Jacob Pennypacker,deed|neighbor
James,Pennypacker,,,,James Pennypacker,deed
Jamson Amelia,Pennypacker,,,,Jamson Amelia Pennypacker,deed
Jane,Pennypacker,,,,Jane Pennypacker,deed
Jonas,Pennypacker,,,,Jonas Pennypacker,deed
Joseph,Pennypacker,,,,Joseph Pennypacker,deed
Kate,Pennypacker,,,,Kate Pennypacker,deed
M.,Pennypacker,,,,M. Pennypacker,deed
M. J.,Pennypacker,,,,M. J. Pennypacker,deed
Margaret,Pennypacker,,,,Margaret Pennypacker,deed
Mary,Pennypacker,,,,Mary Pennypacker,deed
Matthias,Pennypacker,,,,Matthias Pennypacker,deed|neighbor
Nathan,Pennypacker,,,,Nathan Pennypacker,deed
Samuel,Pennypacker,,,,Samuel Pennypacker,deed
Sarah,Pennypacker,,,,Sarah Pennypacker,deed
Thomas,Pennypacker,,,,Thomas Pennypacker,deed
Uriah,Pennypacker,,,,Uriah Pennypacker,deed
Washington,Pennypacker,,,,Washington Pennypacker,deed
William,Pennypacker,,,,William Pennypacker,deed
John,Peregrin,,,,John Peregrin,deed|neighbor
Thomas,Peregrin,,,,Thomas Peregrin,deed
M. Richard,Peters,,,,M. Richard Peters,deed
Robert,Peterson,,,,Robert Peterson,deed
John,Phike,,,,John Phike,deed
Asa,Philips,,,,Asa Philips,deed
Mary,Philips,,,,Mary Philips,deed
Abraham,Phillips,,,,Abraham Phillips,deed
Ann,Phillips,,,,Ann Phillips,deed
Asa,Phillips,,,,Asa Phillips,deed
John,Phillips,,,,John Phillips,deed
Mary,Phillips,,,,Mary Phillips,deed
Charles,Pickering,,,,Charles Pickering,patent
Joseph,Pidgeon,,,,Joseph Pidgeon,deed
Rebecca,Pidgeon,,,,Rebecca Pidgeon,deed
William,Pierson,,,,William Pierson,deed
Joseph,Pike,,,,Joseph Pike,neighbor
Catherine,Place,,,Catharine Place,Catharine Place,deed
Henry,Place,,,,Henry Place,deed
John,Place,,,,John Place,deed
Rachel,Place,,,,Rachel Place,deed
Clement,Plumstead,,,,Clement Plumstead,deed
Peter,Pooker,,,,Peter Pooker,deed
Andrew,Porter,,,,Andrew Porter,deed
George,Porter,,,,George Porter,deed
Kate,Porter,,,,Kate Porter,deed
Robert,Porter,,,,Robert Porter,deed
Benezet,Potts,,,,Benezet Potts,deed
Charles,Potts,,,,Charles Potts,deed
David,Potts,,,,David Potts,deed|neighbor
Edward,Potts,,,,Edward Potts,deed
Hannah,Potts,,,,Hannah Potts,deed
Isaac,Potts,,,,Isaac Potts,deed
Jacob,Potts,,,,Jacob Potts,deed
James,Potts,,,,James Potts,deed
Joanna,Potts,,,,Joanna Potts,deed
John,Potts,,,,John Potts,deed
Joseph,Potts,,,,Joseph Potts,deed|neighbor
Margaret,Potts,,,,Margaret Potts,deed
Martha,Potts,,,,Martha Potts,deed
Mary,Potts,,,,Mary Potts,deed
Rebecca,Potts,,,,Rebecca Potts,deed
Samuel,Potts,,,,Samuel Potts,deed
Sarah,Potts,,,,Sarah Potts,deed
Moses,Powel,,,,Moses Powel,deed
